title,subject,date,short_text,type,prompt,generated_text
Zimbabwe president Mnangagwa appoints Chinamasa acting finance minister,worldnews,"November 27, 2017 ","Zimbabwe President Emmerson Mnangagwa on Monday named Patrick Chinamasa acting finance minister until a new cabinet has been appointed, the chief secretary to the president and cabinet said in a statement. Chinamasa was a former finance minister under Robert Mugabe s government but was moved to a newly created ministry of cyber security during a reshuffle last month.",True,"true headline: Zimbabwe president Mnangagwa appoints Chinamasa acting finance minister
text:"," `naba`\u007D-E
 Title: Zimbabwe government appoints Chinamasa acting finance minister
text: `naba`\u007D-E
 Title: Zimbabwe vice_{main} oversees the country's banking and banking and finance sectors
text: `naba`\u007D-E
 Title: Zimbabwe-led electoral victory"
"Russia says continues dialogue with Washington on North Korea, Iran: RIA",worldnews,"October 20, 2017 ","Moscow and Washington are continuing a dialogue on North Korea and the future of the international deal on Iran s nuclear program, RIA news agency cited Russian Deputy Foreign Minister Sergei Ryabkov as saying on Friday.",True,"true headline: Russia says continues dialogue with Washington on North Korea, Iran: RIA
text:"," ''Unilateral Talks: Days,'' “The End of the Cold War — Russia's Air Force.”


by Susan Razak, Assistant Minister of Energy and Environmental Policy, Treasury Secretary, Russia



Reflecting the United States and Russia on Monday's inter-governmental talks with the North Korean leader Kim Jong Un, Andrei Markov told reporters"
Climate change helped fuel record heat in 2016: U.S. government report,politicsNews,"August 10, 2017 ","Global warming helped fuel the hottest year on record in 2016, with greenhouse gas concentrations reaching a new high, a U.S. government report released on Thursday said. The report from the National Oceanic and Atmospheric Administration also cited a strong El Nino cycle as a factor behind the third consecutive year of record global warmth.",True,"true headline: Climate change helped fuel record heat in 2016: U.S. government report
text:"," ""In just a few decades, the biggest thing from the recent past scorched earth was CRISPR,"" the Brazilian official said on mercury website, saying the process has led to ""daily-calibrated serum exposures"". ""Our knowledge of CRISPR trimimeters has increased by 30 percent since 1989, so we have spent almost the last year using these procedures because we"
Trump considering Goldman Sachs COO Cohn for energy secretary: Fox Business Network,politicsNews,"December 2, 2016 ","U.S. President-elect Donald Trump is considering Goldman Sachs Group President and Chief Operating Officer Gary Cohn for energy secretary, Fox Business Network reported on Thursday, citing unnamed sources. Reuters reported on Wednesday that Cohn was being considered to head the White House budget office or another post in the Trump administration.",True,"true headline: Trump considering Goldman Sachs COO Cohn for energy secretary: Fox Business Network
text:"," ""Sissi met with Goldman Sachs chief Martin, who said he is considering trying to work with Trump in the coming weeks.""

See Joan Walsh/Getty Images/iStock/Ed @Shk.

Quote: Trump is working with Trump, according to a Twitter user, who tweeted that he ""fought desperately for the president but doesn't understand him"
Venezuela's former ambassador to U.N. leaves the United States: source,worldnews,"December 5, 2017 ","Venezuela s former ambassador to the United Nations, Rafael Ramirez, has left the United States after being forced to resign by President Nicolas Maduro s government, according to a source with knowledge of his travel plan. Ramirez, who for more than a decade ran OPEC member Venezuela s massive oil industry, said earlier on Tuesday he was removed because of his opinions.",True,"true headline: Venezuela's former ambassador to U.N. leaves the United States: source
text:"," In a world of surveillance and assassination, the U.S. is about to get in trouble again with Iran's nuclear program. In the United States, where a Supreme Court Justices ruled on Washington's right to put people's land over document smugglers, the CIA joins forces with domestic and foreign governments to control the manner in which it builds suspects from text to article in U"
"China issues guidelines to curb money laundering, terrorism financing and tax evasion",worldnews,"September 13, 2017 ","China s state council issued guidelines on Wednesday on improving supervision to curb money laundering, terrorism financing and tax evasion. China will step up monitoring of abnormal cross-border capital movements to crackdown on cross-border financial crimes, the state council said in a statement on its website, adding that it will implement U.N. Security Council resolutions against terrorism financing.",True,"true headline: China issues guidelines to curb money laundering, terrorism financing and tax evasion
text:"," The World Bank’s standards are a detailed guide for developing financial markets. NOTE: this item is either ""through"" or ""through"" without any notes and you cannot be a member of the Chinese Global Code of Conduct.

By improving the management of the monetary system, it will benefit the financial system more and more. As environment increases, economic activity decreases,"
White House calls Trump's relationship with Republican lawmakers 'fine',politicsNews,"August 24, 2017 ","The White House said on Thursday that there was no need to repair the relationship between President Donald Trump and Republican congressional leaders, despite some recent policy disputes. “ I think the relationships are fine,” White House spokeswoman Sarah Sanders said during a White House briefing. “",True,"true headline: White House calls Trump's relationship with Republican lawmakers 'fine'
text:"," Trump tells team Trump accuses Trump of 'trying to stifle
animus' career, praising 'savior' Earle
/
The fact that the White House announced the new faceplate, as one of its first examples of how a new faceplate can affect the public’s face, is another indication that the White House wants to lead.

"
Zuma says South Africa's free higher education to be done in a fiscally sustainable manner,worldnews,"December 16, 2017 ","South Africa s government plan to offer free higher education for students from poor and working class households will be implemented in a  fiscally sustainable manner , President Jacob Zuma said on Saturday. Following a recommendation by a commission on higher education funding, Zuma said the government will increase subsidies to universities to 1 percent of gross domestic product over the next five years from nearly 0.7 percent at present.",True,"true headline: Zuma says South Africa's free higher education to be done in a fiscally sustainable manner
text:"," vonFactory writes:Damn. But if the day is coming you can wait... You're only getting a little bit more
gym: Zuma allows politicians to get wind of a possible trade policy
TEXT: So you've just got to consider that educational infrastructure is the ultimate
way of being a 'good' education and you need to consider that TAF"
White House says no curb on federal agency media activities,politicsNews,"January 25, 2017 ","The White House denied on Wednesday that the new Trump administration ordered a curb on the flow of information from several government agencies involved in environmental issues.  “They have not been directed by us to do anything,” White House spokesman Sean Spicer told reporters, adding employees have been told to adhere to their agency’s own policies. “",True,"true headline: White House says no curb on federal agency media activities
text:"," Immediately after Trump's tweets Thursday, the premier of the White House press conference did not appear to have given the answer to his questions, he did not have a choice but to accept his answers.

 familiarizing himself with the possible choice by Trump

Trump, the president, the former president, was an ambitious and admired President, and in years past he had continued"
Iran's Rouhani: Tehran-Moscow cooperation needed to restore peace in Syria,worldnews,"November 1, 2017 ","Iran s President Hassan Rouhani said on Wednesday that Iran and Russia needed to cooperate to restore stability in Syria and the region.  Cooperation between Tehran and Moscow is a must to bring stability and peace to Syria ... It is also necessary to fight against regional terrorism,  Rouhani said in a televised joint press conference with his visiting counterparts from Russia and Azerbaijan.",True,"true headline: Iran's Rouhani: Tehran-Moscow cooperation needed to restore peace in Syria
text:"," Its force was mobilized, it came up with missiles, to prevent Iran from obtaining mechanical weapons, the opposition said on Saturday.
...

Q: On May 28, although it reported that Tehran had placed 5 to 20 missiles per region in Syria on the Syrian border, U.S. Secretary of State Mike Pompeo said to the media that he added that there had"
"At least one person dead, 50 wounded in Iraq after earthquake: officials",worldnews,"November 12, 2017 ","At least one person died and 50 were wounded after a major earthquake struck large parts of Iraq on Sunday, according to local officials. Health officials said most of the wounded were in Darbandikhan, 75 kilometres (47 miles) east of the major city of Sulaimaniyah in the semi-autonomous Kurdistan region.",True,"true headline: At least one person dead, 50 wounded in Iraq after earthquake: officials
text:"," Mosul holy spot does not coincide with the northern Iraqi city of Mosul
text: Mosul crime: ""JosephP.Goodner, 11/06/2012 12:32:29 AM""
text: A British soldier is injured in transport by fire-engine fire at a checkpoint in Nubian's Brazzaville
text: A U.S. soldier is"
Syrian Christians denied entry to U.S. in Philadelphia: Lebanese airport sources,politicsNews,"January 29, 2017 ","A Syrian Christian Orthodox family was turned back from Philadelphia International Airport after traveling to the United States from Lebanon, airport sources in Beirut said on Sunday. The family of six were denied entry under U.S. President Donald Trump’s new ban on nationals of seven Muslim-majority countries, including Syria, and flew back to Lebanon via Doha, the sources said.",True,"true headline: Syrian Christians denied entry to U.S. in Philadelphia: Lebanese airport sources
text:"," Official text of Office of the Inspector General.
Information (source):
Military
  http://www.navy.mil
  https://www.navy.mil/
  http://www.navy.mil/hermann/rs31/1/hoper/hoper15/g.htm
  http://www.navy"
